well,manufacture,run,trl,pulling_date,failure_mode,category,failure_item,failure_item_specific,general_failure_descriptor,detailed_failure_descriptor,general_failure_cause,specific_failure_cause,recommendation,area,package,runlife_code,data_reference,difa_meeting_with_vendor,failure_component_pump,failure_component_motor,failure_component_protector,reservoir_fluids,note,failure_component_mle,failure_component_main_cable,failure_component_gas_separator_or_intake,installation_date,difa_date,dhp_date
FA-04,Reda,150.0,412.0,2017-05-10 00:00:00,EDHP,DIFA Internal,Motor,Insulation/winding,Electrical Failure,Short Circuit,Reservoir Related,Reservoir Fluids,Possible root cause: Found sand mixed with scale inside pump UT --> Pump plugged --> no/less fluid produced to surface --> less cooling on motor --> motor overheated and trip high Tm --> bottom end coil insulation degraded --> burnt at bottom end coil --> P-G 0 Meg --> EDHP. Recommendation: 1. Clean out wellbore prior next installation. 2. Use larger mixed flow pump with lower frequency. 3. Apply sand control. 4. Apply scale inhibitor.,CBU,A,ORANGE,DIFA,Not Yet,,Insulation/winding,,Sand & Scale,"1. Pump UT: Shaft rotation free, scale on housing OD, found sand mixed with scale (reactive to 30% HCl) and metal debris at top stages section, most impeller downthrust washer gone and the rest were brittle, impeller radial mating surfaces, hub, skirts, and balance ring moderately uniform wear, bearing bushing against shaft sleeve lightly uniform wear. Pump LT: Shaft rotation free, scale on housing OD, found thin scale on stages, most impeller downthrust washer gone and the rest were brittle, impeller radial mating surfaces, hub, skirts, and balance ring moderately uniform wear, bearing bushing against shaft sleeve lightly uniform wear. AGH: Shaft rotation free, scale on housing OD, found thin scale on stages, most impeller downthrust washer gone and the rest were brittle, impeller radial mating surfaces, hub, skirts, and balance ring moderately uniform wear, bearing bushing against shaft sleeve lightly uniform wear, over clearance between bearing bushing and sleeve. 2. Gas Separator: Shaft rotation free, thin scale on housing OD, inducer and pickup impeller rusty but no wear shown, bearing bushing and sleeves light uniform wear. 3. Protector: Shaft rotation free, found dark oil-water inside top bag, dark oil inside lower bag-labyrinth-thrust chamber, Lower bag collapsed, Top seal seat scored, Top seal leaked and not passed pressure test, Relief valve out of manufacturing test spec. 4. Motor: Shaft rotation free,, P-P= 15.71/16.17/19.09 Ohm (unbalance-bad), P-G= 0 Mohm (bad), Burnt out at bottom end coil, Discolored oil, Lead ties, coil strips, and rotor thrust washer brittle, Thrust bearing good condition.",,,,2016-09-14,2017-07-13,2017-02-10
SD-11,Powerlift,4.0,718.0,2017-05-17 00:00:00,EDHP,DIFA Internal,Motor,Insulation/winding,Electrical Failure,Short Circuit,Fabrication Related,Manufacturing Problem,Possible Root Cause: Bad motor sealing quality or poor installation procedure --> water ingress to motor after 4 days --> motor grounded and burnt at upper winding stator --> EDHP. Recommendations: 1. Apply sand control. 2. Improve Motor quality and ESP assembly procedure in the field,CBU,D,RED,DIFA,Not Yet,,Insulation/winding,,,"DIFA Finding: 1. Pump UT: Shaft rotation stuck, found sand on impeller/diffuser. Pump LT : Shaft rotation stuck, sand on impeller/diffuser. 2. Intake : Shaft rotation free 3. Protector ST : Shaft rotation free, all contains all clear. 4. Motor ST : Shaft rotation free and shaft scored, Reading P-P= 325/-/- Ohm (Failed), P-G=0.43/0.43/0.43 Mohm (Failed), contains dark oil and little of water, thrust bearing and runner moderate worn, rotor bearing sleeve worn, head bushing uniform radial wear, housing drag and scarred axially, burn out at upper winding stator. 5. Sensor : No DIFA data 6. Cable : No DIFA data",,,,2015-08-18,2017-07-07,2015-08-21
FA-02,Reda,166.0,644.0,2017-05-19 00:00:00,EDHP,DIFA Eksternal,MLE,Splicing,Electrical Failure,Short Circuit,Fabrication Related,Manufacturing Problem,Possible root cause: Improper spilicing procedure--> hot spot occured on main cable-MLE splicing --> weaken the insulation --> EDHP Recommendation: 1. Refresh training for main cable-MLE splicing 2. Improve quality control on main cable-MLE splicing,CBU,,ORANGE,DIFA,Not Yet,,,,,"DIFA Finding: 1. AGH: Shaft rotation was free, impeller hubs at stages were gone, diffuser flow passage was plugged with piece of bearing bushings, bearing bushings and shaft sleeves (at top) were completely gone, upthrust-downthrust washers were gone, housing OD was scaled.Shaft rotation was free, impeller hubs at stages were gone, diffuser flow passage was plugged with piece of bearing bushings, bearing bushings and shaft sleeves (at top) were completely gone, upthrust-downthrust washers were gone, housing OD was scaled. 2. Gas Separator: Shaft rotation was free, inducer and pick up impeller were rusty but did not show any wear 3. Protector: Shaft rotaion was free, both bags were collapse, all chamber contained dark oil while thrust chamber contain dark oil+some water, seal seat at top was lightly scored, lower thrust bearing wear lightly scored, thrust runner was rusty, top seal was leaked on air pressure test, bearing bushing were lightly scored, All O-rings were melted, thin layer of scale on Housing OD 4. Motor: Shaft rotation was free, P-P reading 0,54-,54-0,54 ohm (balance), P-G reading 2000 M.ohm (good), coil strips and rotor thrust washers were britle, motor contained dark oil, shaft at bottom end was scored/smeared 5. Cable: Cable armor and MLE were covered by thin layers of scale, P-G reading 2000 M.ohm-90,9 M.ohm - 3 M.ohm, all 3 of nicopress sleeves were discoloured 6. Sensor: No DIFA Data, Good condition based on pull observation data",,Splicing,,2016-09-12,2017-07-13,2017-02-24
SD-14,Powerlift,884.0,365.0,2017-05-21 00:00:00,EDHP,No DIFA,Pump,Shaft,Mechanical Failure,Broken,Operation Related,Normal Wear And Tear,Possible Root Cause: This well had been running for 884 days (TRL 365 days) --> scale & sand build up on pump stages --> shaft broken --> ESP running in overheated condition --> Bag integrity degraded and excessive motor oil contraction --> Water penetrate to protector and motor --> motor burned --> EDHP. Recommendation: 1. Use BPBSL Protector without mechanical seal between the bags. 2. Apply sand and scale inhibitor.,CBU,D,GREEN,DIFA,Not Yet,Shaft,,,,"DIFA Finding: 1.Pump ST: Shaft rotation free and shaft broken, all shaft support bearing sleeve uniform worn, DT Washer missing, sand and scaled on impeller/diffuser, impeller/diffuser severe radial wear and erroded, impeller hub broken. 2. Intake : Shaft rotation free, bottom radial bearing broken. 3.Protector UT : Shaft rotation free and shaft uniform radial wear, all contains Dark-Water, thrust bearing and runner moderate worn, bottom bag punctured and top bag cracked at hole postion., all o-ring hard, head bushing uniform radial wear. Protector LT : Shaft rotation free, all contains Dark-Water, top bag teared and collapsed, bottom bag collapsed and blistered, base bushing uniform radial wear. 4. Motor ST :Shaft rotation free and shaft scored, Reading P-P= 1.2/1.2/1.2 Ohm (Good), P-G=70/70/70 Mohm (Failed), contains dark oil and little water, thrust bearing and runner negligible worn, rotor bearing sleeve worn, head bushing uniform radial wear, pothead o-ring hard, burned at pin sensor. 5. Sensor : ZENITH E4 was running 884 day, after tear down, sensor was no good condition. (ZENITH E4 new) 6. Cable : No DIFA data.",,,,2014-03-24,2017-07-07,2016-08-23
KF-08,Powerlift,473.0,673.0,2017-06-01 00:00:00,MDHP,DIFA Eksternal,Protector,Shaft,Mechanical Failure,Broken,Reservoir Related,Reservoir Fluids,Possible root cause: Sand produced from reservoir -> Sand deposit on stages -> Pump shaft stuck -> motor kept deliver torque to rotate the shaft -> protector shaft broken -> MDHP Recommendation: 1. apply sand control 2. use mixed flow pump 3. use corrosion inhibitor,CBU,,GREEN,DIFA,Not Yet,,,Shaft,Sand,"1. Pump UT: Shaft turns free, sand deposit on stages Pump LT: Shaft turns free, sand deposit on stages 2. Intake: Shaft turns free, all parts in good condition 3. Protector UT: Shaft turns free, all clear oil inside all chambers. all parts in good condition. Protector LT: Shaft turns free and shaft spline broken at bottom, all clear oil inside all chambers. 4. Motor ST: Shaft turns free and shaft scored, P-P: 1/1/1 Ohm P-G: 2000/2000/2000 Mohm, clear oil and no water inside, rotor bearing sleeve worn and discolor, thrust bearing moderate wear, housing scratch and corroded, head and base bushing moderate wear. 5. Sensor: function test not passed (from motor DIFA report) 6. Cable: no DIFA",,,,2013-06-20,2017-08-08,2014-10-06
KF-10,Reda,511.0,488.0,2017-06-14 00:00:00,DHP TL,DIFA Eksternal,Pump,Stages,External Influence,Plugged With Solids,Reservoir Related,Reservoir Fluids,Possible Root Cause: Sand produced from formation + corrosive fluid -> Severly erroded/ broken stages + sand 100% plugged by stages -> No fluid comes surface -> Declared DHP TL Recommendations: 1. Sand clean out prior to next ESP installation 2. Use larger size pump stages and operate in low frequency to minimize errosion on stages 3. Reduce flow rate 4. Apply sand control,CBU,E,GREEN,DIFA,Not Yet,Stages,,,Sand,"DIFA finding: 1. Pump UT: Shaft rotation rough, shaft spline twisted, DT/UT washer moderate wear, diffusers/impellers found sand (100% plugged), impeller errosion, diffuser severe radial wear. Pump LT : Shaft rotation rough, Shaft spline twisted, DT washer missing, UT washer moderate wear, diffusers/impellers found sand, diffuser severe radial wear, impeller severely Down Thrust and Erroded 2. Intake : Shaft rotation free, base erroded. 3. Protector UT : Shaft rotation free, all contains dark-water, top bag punctured and cracked at hole position, bottom bag was cracked. Protector LT : Shaft rotation free, all contains clear oil. 4. Motor ST :Shaft rotation free, Reading P-P= 1/1/1 Ohm (Good), P-G=2000/2000/2000 Mohm (Good), contains clear oil and free of water, thrust bearing and runner negligible worn, rotor bearing sleeve worn and discolored, head-base bushing uniform radial wear, pothead o-ring hard, shaft scored, lamination shifted. 5. Sensor : Good condition. (PHOENIX XT 150 - 0 new) 6. Cable : No DIFA data.",,,,2015-02-04,2017-02-10,2016-06-28
KF-11,Powerlift,763.0,427.0,2017-06-18 00:00:00,DHP TL,No DIFA,Tubing,Body,Mechanical Failure,Leaking,Other,Tubing Leak,"Possible root cause: No ESP component fail, however this ESP pulled with DHPTL reason",CBU,,GREEN,DIFA,Not Yet,,,,Sand,"1. Pump LT: Shaft turns free, stages plugged with sand, UT and DT washer worn. Pump UT: Shaft turns free, stages plugged with sand, UT and DT washer worn. 2. Gas separator: Shaft turns free, all parts in good condition. 3. Protector ST: Shaft turns free, all clear oil in all chambers, all parts in good condition. 4. Motor: Shaft turns free and shaft scored, P-P: 0,9/0,9/0,9 Ohm P-G: 2000/2000/2000 Mohm, all clear oil and free of water inside, rotor bearing sleeve worn, rotor worn. 5. Sensor: overall in good condition (from motor DIFA report). 6. Cable: No DIFA",,,,2015-02-07,2017-08-24,2017-03-10
YB-06,Powerlift,806.0,473.0,2017-06-29 00:00:00,EDHP,No DIFA,Motor,Insulation/winding,Electrical Failure,Short Circuit,Operation Related,Normal Wear And Tear,"Possible Root Cause: This well had been running with RL of 806 days (TRL 473 days), RL>TRL, RL>Avg RL OSES (615 days) --> this well experienced high TM --> motor winding insulation quality degraded overtime --> motor low reading --> declare EDHP. Recommendations: 1. Wellbore cleanout (one joint tubing above pump full of mud) 2. Apply sand control 3. Use Mix flow pump stages",CBU,B,GREEN,DIFA,Not Yet,,Insulation/winding,,,"DIFA Finding: 1. Pump UT: Shaft stuck, impeller/diffuser 100% plugged by sand, housing plugged by sand Pump LT : Shaft stuck, impeller/diffuser 100% plugged by sand, housing plugged by sand 2. Gas Separator : Shaft rotation free, compress was worn. 3. Protector UT : Shaft rotation free and shaft uniform radial wear, all bags/labyrinth/thrust chamber contains Dark-Water, all bags punctured, top mechanical seal bellow cracked. Protector LT : Shaft rotation free and shaft uniform radial wear, all bags/labyrinth/thrust chamber contains all clear oil, upper bag-lower bag mechanical seal rotating and stationary uniform radial wear. 4. Motor ST : Shaft rotation free and shaft scored, Reading P-P= 1.3/1.3/1.3 Ohm (Good), P-G= +2000/2000/2000 Mohm (Good), contains clear oil and free of water, thrust bearing and runner negligible worn, rotor bearing sleeve worn, head-base bushing uniform radial wear, housing scarred axially. 5.Sensor: PHOENIX XT 150 - 0 only running 805 day, after check & test, sensor was good condition.(PHOENIX XT 150 - 0 new) 6. Cable : No DIFA data.",,,,2014-10-31,2017-09-29,2017-01-13
YC-08,Powerlift,163.0,567.0,2017-07-07 00:00:00,DHP TL,DIFA Eksternal,Tubing,Body,Mechanical Failure,Leaking,Other,Tubing Leak,Possible Root Cause: Tubing leak (crack) #3 jts above pump --> No BUP --> declare DHP TL Recommendations: 1. Apply Sand Control 2. Improve tubing QC,CBU,B,ORANGE,DIFA,Not Yet,,,,,"DIFA Finding: 1. Pump UT: Shaft rotation free, sand on impeller/diffuser and head housing, all thrust washer mising. Pump LT : Shaft rotation free, sand on impeller/diffuser, all thrust washer mising. PGP : Shaft rotation free, sand on impeller/diffuser, UT washer missing. 2. Intake : Shaft rotation free, bottom radial bearing broken 3. Protector UT : Shaft rotation free and shaft uniform radial wear, all bags/labyrinth/thrust chamber contains all clear oil, thrust bearing and runner moderate wear. Protector LT : Shaft rotation free and shaft uniform radial wear, all bags/labyrinth/thrust chamber contains all clear oil, thrust bearing and runner negligible wear, top bag was cracked, base bushing uniform radial wear. 4. Motor ST: :Shaft rotation free and shaft scored, Reading P-P= 1.1/1.3/1.3 Ohm (Failed), P-G=2000/2000/2000 Mohm (Good), contains clear oil and free of water, thrust bearing and runner moderate worn, rotor bearing sleeve worn, head-base bushing uniform radial wear. 5. Sensor : PHOENIX XT 150 - 0 only running 163 day, after check & test, sensor was good condition. (PHOENIX XT 150 - 0 new) 6. Cable : No DIFA data. Notes from DDR: Tubing leak (crack) 3 jts above pump, found 8 stand tubing corroded",,,,2016-11-19,2017-09-29,2017-04-30
SH-C1,Reda,3.0,279.0,2017-07-13 00:00:00,EDHP,DIFA Internal,Motor,Insulation/winding,Electrical Failure,Short Circuit,Reservoir Related,Reservoir Fluids,Possible root cause: Presence of scale at the lower section pump => Shaft rotation freely (shaft twisted on pump) => Scaled covered on motor OD => less cooling on motor => Motor over heat => Cable armor at was found shifted (at the splicing area-2390 FT from MLE) => Declare EDHP Recommendation: 1. Using lead cable 2. Reformulate stimulation/scale chemical,CBU,A,RED,DIFA,Not Yet,,Lead Terminal,,Scale,"DIFA Finding: 1. Pump UT: Shaft rotation free, Impeller DT washer slight wear/UT washer slight wear-missing, impeller slight thrust wear. Pump CT: haft rotation free, Impeller DT washer slight wear/UT washer slight wear-missing, impeller slight thrust wear. Pump LT: Shaft rotation rough-spline twisted, shaft upper/lower bearing worn, shaft upper bushing radial wear, impeller DT/UT washer slight wear, impeller/diffuser scaled. AGH: Shaft rotation free, shaft upper/lower bearing worn, shaft upper/lower bushing radial wear, impeller DT/UT washer slight wear, impeller/diffuser scaled. 2. Gas Separator: Shaft rotation free, intake screen plugged with scaled, housing scaled on OD. 3. Protector ST: Shaft rotation free, clear oil inside top bag-bottom bag- labyrinth chamber, dark oil inside thrust chamber, housing scaled on OD. 4. Motor ST: Shaft rotation free, P-P= 0.54 ohm x 3 (good), P-G= 2000 Mohm x 3 (good), dark oil inside motor, housing scaled on OD-acid soluble, shaft scored, thrust washer brittle. 5. Sensor: no DIFA data. 6. Cable: Burnt at 2390 ft, P-G= 2330/5120/0.0178 (failed).",,,,2017-05-09,2017-08-10,2017-05-12
